question,type,database
What are the first 5 services that a machine in rack 'DC1-RCK-1-1' can run?,Complex Retrieval Queries,network
Identify the first 3 services that depend on the version '7.1'.,Complex Retrieval Queries,network
List the first 5 previous versions that the version '7.1' depends on.,Complex Retrieval Queries,network
Which applications are instances of software 'RHEL'?,Complex Retrieval Queries,network
How many machines in DataCenter 'DC1' are running the application 'webserver'?,Complex Retrieval Queries,network
List the first 3 ports exposed by machines in rack 'DC1-RCK-1-1'.,Complex Retrieval Queries,network
What are the first 3 racks that hold switches with an IP starting with '10.1'?,Complex Retrieval Queries,network
Display the top 5 services that started after timestamp 1606165629748 and are running on machine 'DC1-RCK-1-1-M-1'.,Complex Retrieval Queries,network
Identify the first 3 applications that are instances of the software 'RHEL'.,Complex Retrieval Queries,network
List the first 5 processes that are instances of the version '7.1'.,Complex Retrieval Queries,network
Which racks are in zone 1 and hold machines of type 'l'?,Complex Retrieval Queries,network
List all machines that run processes with a PID less than 500.,Complex Retrieval Queries,network
What are the first 3 services that depend on the process '8966'?,Complex Retrieval Queries,network
List the first 5 dependencies of the version '7.1'.,Complex Retrieval Queries,network
Identify the top 3 routers that route through interfaces in zone 3.,Complex Retrieval Queries,network
What are the first 5 applications that depend on the service 'logstash'?,Complex Retrieval Queries,network
List the first 3 switches that route through interfaces with an IP starting with '10.3'.,Complex Retrieval Queries,network
Identify the first 5 machines that run the OS 'RHEL' and have a type with RAM greater than 256.,Complex Retrieval Queries,network
Which DataCenter has the most types of routers?,Complex Retrieval Queries,network
List the first 3 processes that depend on the version '7.1'.,Complex Retrieval Queries,network
What are the first 5 applications that are instances of the application 'webapp'?,Complex Retrieval Queries,network
Identify the first 3 racks that hold at least two types of switches.,Complex Retrieval Queries,network
List the first 5 services that depend on the software 'RHEL'.,Complex Retrieval Queries,network
Which routers are connected to networks with IP '10.4'?,Complex Retrieval Queries,network
List the first 3 services that started before timestamp 1606597376483 and are running on a machine in zone 4.,Complex Retrieval Queries,network
Identify the first 3 processes running on machine 'DC1-RCK-1-1-M-1' with a PID less than 5000.,Complex Retrieval Queries,network
What are the first 5 routers located in zone 2?,Complex Retrieval Queries,network
List all racks containing machines of type 'xxl'.,Complex Retrieval Queries,network
Which machines are running applications that depend on the process '8966'?,Complex Retrieval Queries,network
List the first 5 dependencies of the software 'logstash'.,Complex Retrieval Queries,network
"What are the names of all DataCenters located in Iceland, Rekjavik?",Simple Aggregation Queries,network
List all routers in zone 1.,Simple Aggregation Queries,network
How many racks are there in zone 4 of the DataCenter named DC1?,Simple Aggregation Queries,network
Which interfaces connect to the router named DC1-R-2?,Simple Aggregation Queries,network
Identify the top 5 networks by size within zone 3.,Simple Aggregation Queries,network
What are the first 3 egress names in the DataCenter DC1?,Simple Aggregation Queries,network
Which racks contain machines in zone 2?,Simple Aggregation Queries,network
List all switches in rack 1.,Simple Aggregation Queries,network
What are the different types of machines that can run in a rack located in zone 4?,Simple Aggregation Queries,network
How many different software versions are available for the software named RHEL?,Simple Aggregation Queries,network
Which ports are exposed by the interface with IP 10.0.0.254?,Simple Aggregation Queries,network
Identify the applications running on machine named DC1-RCK-1-1-M-1.,Simple Aggregation Queries,network
Which services are started by machines in the DataCenter named DC1?,Simple Aggregation Queries,network
List all processes run by the application named webserver.,Simple Aggregation Queries,network
What are the dependencies of the software named RHEL?,Simple Aggregation Queries,network
Which version of software is installed on OS named RHEL?,Simple Aggregation Queries,network
Find all services that listen on port 80.,Simple Aggregation Queries,network
What is the maximum RAM capacity of types available in DataCenter DC1?,Simple Aggregation Queries,network
List all network IPs in zone 2.,Simple Aggregation Queries,network
Identify the top 3 largest disks by capacity in the DataCenter DC1.,Simple Aggregation Queries,network
Which applications are dependent on the service named java?,Simple Aggregation Queries,network
List all processes that have a PID greater than 5000.,Simple Aggregation Queries,network
What are the IP addresses of switches located in rack number 5?,Simple Aggregation Queries,network
Which machines are type 'm' in DataCenter DC1?,Simple Aggregation Queries,network
What are the names of all applications that run on machine DC1-RCK-4-9-M-103?,Simple Aggregation Queries,network
How many routers are there in DataCenter DC1?,Simple Aggregation Queries,network
What are the IP addresses of interfaces connected to the network with IP 10.2?,Simple Aggregation Queries,network
Which ports are used by the service named java in DataCenter DC1?,Simple Aggregation Queries,network
How many types of machines have a CPU greater than 16?,Simple Aggregation Queries,network
List all services that depend on the process named 7.1.,Simple Aggregation Queries,network
What are the previous versions of version 7.1 in the software dependency chain?,Simple Aggregation Queries,network
Which applications listen on port 443?,Simple Aggregation Queries,network
How many different versions are there for the application named crm?,Simple Aggregation Queries,network
What are the start times of applications named cms?,Simple Aggregation Queries,network
Identify the racks that hold switches with IP starting with '10.1'.,Simple Aggregation Queries,network
Which machines run the OS starting with 'RHE'?,Simple Aggregation Queries,network
List all the dependencies of the process named 7.1.,Simple Aggregation Queries,network
How many machines are there in rack 10 of DataCenter DC1?,Simple Aggregation Queries,network
What are the start times of services run by machine DC1-RCK-4-9-M-103?,Simple Aggregation Queries,network
List all the types of applications running in zone 3 of DataCenter DC1.,Simple Aggregation Queries,network
Which routers connect to interfaces with IP addresses in the 10.2 range?,Simple Aggregation Queries,network
How many applications are dependent on the service named java?,Simple Aggregation Queries,network
What are the dependencies of the version named 7.1?,Simple Aggregation Queries,network
Which processes are instances of the version named 7.1?,Simple Aggregation Queries,network
Identify all services that started after timestamp 1606165629748.,Simple Aggregation Queries,network
List the first 5 applications that depend on the process named 7.1.,Simple Aggregation Queries,network
Which ports do the applications named webapp listen to?,Simple Aggregation Queries,network
What are the names of routers located in zone 2?,Pathfinding Queries,network
Which DataCenter contains the router named 'DC1-R-2'?,Pathfinding Queries,network
List all racks in zone 4 of DataCenter 'DC1'.,Pathfinding Queries,network
Which machines are held in rack 'DC1-RCK-4-9'?,Pathfinding Queries,network
Identify all software versions available for 'RHEL'.,Pathfinding Queries,network
What applications are running on the machine named 'DC1-RCK-4-9-M-103'?,Pathfinding Queries,network
Which ports are exposed by the interface with IP '10.0.0.254'?,Pathfinding Queries,network
Find all networks routing to the interface with IP '10.4.8.254'.,Pathfinding Queries,network
